created_at,neutral,positive,negative
2021-02-01,0.00040233535507117936,0.0001250300645985712,5.483168659365098e-05
2021-02-02,0.0005227166174489638,4.2037837922779154e-05,1.7438736759327132e-05
2021-02-03,0.019886373033410478,0.0019580523750491446,0.000311393958384502
2021-02-04,0.00045340668314831483,5.586827992413506e-05,7.293649500950033e-05
2021-02-05,0.05087417107373752,0.08617697745278036,0.002010391594698925
2021-02-06,0.0005104650922432333,5.059321137998794e-05,2.1148587971008945e-05
2021-02-07,0.020770881786153085,0.0009258463516467929,0.0004590912290442468
2021-02-08,0.0002528509364710577,0.00031951420939556823,9.821957614150767e-06
2021-02-09,0.02006117101887974,0.0014891710839465915,0.0006054892493484499
2021-02-10,0.0051127201805921665,0.09793817143327672,0.003175376388836222
2021-02-11,0.0004501749463970661,0.00012062882768666375,1.1376453050528482e-05
2021-02-12,0.00037474031587653254,0.00018482669494072912,2.2633031045388508e-05
2021-02-13,0.0005390969245128388,3.214423346362734e-05,1.0965733617764089e-05
2021-02-14,0.0002558785729036161,9.069044611960267e-06,9.041645685640146e-06
2021-02-15,0.0004632041579524351,0.00010614982532402762,1.2811812194432003e-05
2021-02-16,0.0005261966304075346,4.26398630130274e-05,1.3351218925244135e-05
2021-02-17,0.0003470083657799197,0.00015894780108653697,7.623702526461346e-05
2021-02-18,0.00043991928828777065,5.454660104958828e-05,8.775641245331772e-05
2021-02-19,0.0002417270274592733,1.1192461401769695e-05,2.1069774340173553e-05
2021-02-20,0.0005304944366698311,3.9356259788060334e-05,1.2342495673178687e-05
2021-02-21,0.01985240384863048,0.0019301272451804376,0.00037329923260373635
2021-02-22,0.00023701441213221238,2.3658972877425047e-05,1.3302178728419064e-05
2021-02-23,0.00012765042839474666,0.00016024534366518962,0.0002943128302675803
2021-02-24,0.0002587702098030769,0.00013347908038295408,0.0001899493817303031
2021-02-25,0.00017128842698426914,0.0003473688169125472,6.349142837820072e-05
2021-02-26,0.0004812247049254276,8.940821048360039e-05,1.1560276722042122e-05
2021-02-27,0.0002537277571874866,1.208292650717365e-05,8.192278969716375e-06
2021-02-28,0.00024372258259292218,2.5033485681151152e-05,5.214928976263155e-06
2021-03-01,0.0002697125066220327,0.0002963941431176722,1.6086542391365187e-05
2021-03-02,0.00019946343578271234,0.00034289140969523884,3.983149692153894e-05
2021-03-03,8.481446211329346e-05,0.00044659777637228717,5.078095364548948e-05
2021-03-04,0.0004897927790939933,4.932179662645393e-05,4.30940266070693e-05
2021-03-05,0.000489467891807284,3.500645588640902e-05,5.771884443737717e-05
2021-03-06,0.00032590861549479887,0.00021745522805677412,3.8804805407610616e-05
2021-03-07,0.0005137204190906262,4.9798247795488515e-05,1.8643704852062426e-05
2021-03-08,0.00024507841577134154,0.00023697450738298533,0.00010014026897674332
2021-03-09,0.0003129054918568562,0.00017967856119953255,8.959372887823485e-05
2021-03-10,0.1017955501618902,0.03353542624766421,0.0037306013840530255
2021-03-11,0.00027374340215092433,0.0002927203501834941,1.568491994059862e-05
2021-03-12,0.00026340193414499527,0.0002729349282233464,4.5856329762728465e-05
2021-03-13,0.00025231671248200036,1.158974583341146e-05,1.008280488580477e-05
2021-03-15,0.0004289326303253009,0.00011136814733704748,4.185474434424876e-05
2021-03-16,0.00019064593694820059,0.0001611603016752689,0.00023038695350760066
2021-03-17,0.0002875234452986604,1.519445369624178e-05,5.486029934951393e-06
2021-03-18,0.0004620473643892237,4.0189998757639923e-05,7.995582898420655e-05
2021-03-19,0.000135451933772752,0.00043401843148851776,1.2722826869800333e-05
2021-03-21,0.0005175048215208485,5.80444573024386e-05,6.688433163836003e-06
2021-03-22,0.0005045767655764404,6.201690730966666e-05,1.563947261329611e-05
2021-03-23,0.0003982492842264484,0.00013779946844823943,4.613125457289504e-05
2021-03-24,0.0004684124858962059,5.4257857700654754e-05,5.951188896368146e-05
2021-03-25,0.0002481246767550217,1.4137845981182775e-05,1.1726740465012067e-05
2021-03-26,0.000527351463631914,2.334564787334658e-05,3.1437861306596334e-05
2021-03-27,0.000248179474607662,2.2795906698341215e-05,3.0138818952133817e-06
