created_at,neutral,positive,negative
2021-06-02,0.5211333333333333,0.07833333333333332,0.40053333333333335
2021-06-03,0.7164325,0.16466999999999998,0.1188975
2021-06-04,0.57625,0.15806666666666666,0.26566666666666666
2021-06-05,0.47385,0.09805,0.42810000000000004
2021-06-06,0.61,0.3768,0.0132
2021-06-08,0.3175,0.5991,0.0835
2021-06-09,0.9117,0.07276250000000001,0.0155375
2021-06-10,0.44874047619047625,0.40336666666666665,0.14788809523809524
2021-06-11,0.6856333333333333,0.29669999999999996,0.017716666666666665
2021-06-12,0.899475,0.08375,0.0168
2021-06-14,0.39440000000000003,0.18045,0.42515000000000003
2021-06-16,0.5098055555555555,0.4522888888888889,0.03790555555555555
2021-06-17,0.6732833333333333,0.21341666666666667,0.11325833333333332
2021-06-18,0.7635,0.206,0.0305
2021-06-19,0.9143,0.0703,0.0154
2021-06-20,0.905375,0.07239999999999999,0.022225
2021-06-21,0.9386,0.028900000000000002,0.0325
2021-06-22,0.6495444444444445,0.07697222222222222,0.27349444444444443
2021-06-23,0.93445,0.0407,0.024800000000000003
2021-06-24,0.8157,0.0685,0.1158
2021-06-25,0.5269375,0.09770000000000001,0.3753625
2021-06-26,0.90165,0.08600000000000001,0.012275
2021-06-27,0.9339,0.0235,0.0426
2021-06-28,0.6024999999999999,0.05236666666666667,0.34513333333333335
2021-06-29,0.0436,0.47545,0.48095000000000004
2021-06-30,0.390025,0.2942,0.31577500000000003
2021-07-01,0.6648666666666667,0.2753583333333333,0.059775
2021-07-02,0.8907083333333333,0.08545,0.023858333333333332
2021-07-04,0.9295,0.0312,0.0394
2021-07-08,0.5094166666666666,0.12310000000000001,0.36748333333333333
2021-07-09,0.51496,0.060880000000000004,0.42416
2021-07-10,0.2429,0.7368250000000001,0.0203
2021-07-11,0.5043,0.2472,0.2485
2021-07-12,0.0227,0.0772,0.9001
2021-07-13,0.5880749999999999,0.31098333333333333,0.10094166666666667
2021-07-14,0.55045,0.238875,0.210675
2021-07-15,0.6305000000000001,0.27186666666666665,0.09763333333333334
2021-07-16,0.0803,0.9083,0.0115
2021-07-17,0.8762,0.10125,0.0225
2021-07-19,0.6453,0.1044,0.250275
2021-07-20,0.705975,0.24689999999999998,0.04705
2021-07-21,0.744325,0.048,0.207675
2021-07-22,0.23298333333333332,0.59075,0.17626666666666665
2021-07-23,0.8386625000000001,0.1279625,0.0333625
2021-07-24,0.7404999999999999,0.1795,0.08
2021-07-26,0.78762,0.19039,0.02196
2021-07-27,0.49565,0.29285000000000005,0.2115
2021-07-28,0.8147333333333333,0.16186666666666666,0.023366666666666664
2021-07-29,0.8221,0.13195,0.04595
2021-07-30,0.9168777777777778,0.0681,0.01501111111111111
2021-08-01,0.109,0.0214,0.8696
2021-08-02,0.294675,0.24978333333333333,0.4555416666666666
2021-08-03,0.9318,0.0513,0.0169
2021-08-04,0.465025,0.276025,0.25892499999999996
2021-08-05,0.9224749999999999,0.0475,0.03005
2021-08-06,0.811724266845034,0.14386107933643305,0.04441558364657386
2021-08-07,0.547725,0.037725,0.41455
2021-08-09,0.8948,0.0707,0.0345
2021-08-10,0.8732,0.0866,0.0402
2021-08-11,0.6493000000000001,0.07344444444444444,0.27726666666666666
2021-08-12,0.698175,0.2808,0.02105
2021-08-13,0.5857894993063949,0.3163699065230434,0.09783828012957559
2021-08-14,0.168,0.7064,0.1256
2021-08-15,0.8601000000000001,0.09863333333333334,0.04123333333333333
2021-08-16,0.9408,0.0351,0.0241
2021-08-17,0.37392499999999995,0.06835,0.5577
2021-08-18,0.39505,0.13355,0.47145000000000004
2021-08-19,0.8084261217291082,0.13001776361827574,0.06154899767214521
2021-08-20,0.6714,0.0201,0.3085
2021-08-22,0.5089,0.0944,0.39675
2021-08-23,0.80325,0.09208333333333332,0.10469166666666666
2021-08-24,0.738625,0.184575,0.07685
2021-08-25,0.9068920634920635,0.05307619047619048,0.03998412698412699
2021-08-26,0.836275,0.133125,0.0306
2021-08-27,0.9098999999999999,0.058975,0.031175
2021-08-28,0.732675,0.22835,0.039
2021-08-29,0.8942,0.077,0.0289
2021-08-30,0.8694,0.0415,0.0892
2021-08-31,0.2846,0.0493,0.6661
2021-09-01,0.914025,0.062425,0.0235
2021-09-02,0.8906,0.0938,0.0156
2021-09-03,0.85355,0.1245,0.02195
2021-09-04,0.48695,0.49215,0.0209
2021-09-05,0.9231750000000001,0.0369,0.03995
2021-09-06,0.6746,0.299,0.0264
2021-09-07,0.6868,0.08900000000000001,0.22423333333333334
2021-09-08,0.7728999999999999,0.21034999999999995,0.01675
2021-09-09,0.86415,0.1172,0.01865
2021-09-10,0.8602,0.1255125,0.0142875
2021-09-11,0.3627833333333333,0.6218499999999999,0.015316666666666668
2021-09-12,0.59235,0.131,0.27665
2021-09-13,0.7008333333333333,0.2602666666666667,0.038933333333333334
2021-09-14,0.9009,0.0782,0.0209
2021-09-15,0.8907,0.094,0.0153
2021-09-16,0.8538,0.113,0.0333
2021-09-17,0.44726666666666665,0.34073333333333333,0.21203333333333332
2021-09-18,0.4862666666666666,0.16018888888888888,0.35356666666666664
2021-09-19,0.9083,0.0606,0.031100000000000003
2021-09-20,0.41905,0.24381666666666668,0.3371166666666666
2021-09-21,0.9086,0.0761,0.0153
2021-09-22,0.3295333333333334,0.03356666666666667,0.6368666666666667
2021-09-23,0.57205,0.4073,0.020649999999999998
2021-09-24,0.5523,0.024099999999999996,0.42364999999999997
2021-09-25,0.67025,0.29255000000000003,0.03718333333333333
2021-09-26,0.8606166666666667,0.03555,0.10381666666666667
2021-09-27,0.8807,0.1103,0.009
2021-09-28,0.6691,0.3201,0.0108
2021-09-29,0.9269499999999999,0.05159999999999999,0.02145
2021-09-30,0.65565,0.24603333333333335,0.09826666666666667
2021-10-01,0.21218571428571426,0.6415357142857143,0.14627142857142858
2021-10-03,0.9055,0.0426,0.0519
2021-10-04,0.04256666666666667,0.45249999999999996,0.5049333333333333
2021-10-05,0.26357555555555556,0.6618,0.07464444444444444
2021-10-06,0.6193166666666666,0.29015,0.09054166666666667
2021-10-07,0.1412,0.8233,0.0354
2021-10-10,0.17745,0.48125,0.3413
2021-10-11,0.44055,0.4200166666666667,0.13949999999999999
2021-10-12,0.943,0.0254,0.0316
2021-10-13,0.6778,0.08555,0.2367
2021-10-14,0.4458,0.3276,0.2265
2021-10-15,0.82704,0.07722,0.09573999999999999
2021-10-17,0.7964,0.1712,0.0324
2021-10-18,0.8118,0.1757,0.0125
2021-10-19,0.687875,0.29495,0.017175000000000003
2021-10-20,0.4077,0.5414857142857142,0.05084285714285714
2021-10-21,0.5826166666666667,0.32475000000000004,0.09269999999999999
2021-10-22,0.9165,0.0655,0.018
2021-10-24,0.8365,0.13145,0.032
2021-10-25,0.569075,0.389525,0.0414
2021-10-26,0.15552000000000002,0.77902,0.06544
2021-10-27,0.5829,0.39125,0.02585
2021-10-28,0.6703583333333333,0.29890833333333333,0.03075
2021-10-29,0.3637666666666666,0.6152666666666667,0.021033333333333334
2021-10-31,0.9258500000000001,0.03665,0.037474999999999994
2021-11-01,0.26453333333333334,0.6513666666666666,0.08403333333333333
2021-11-02,0.8975222222222222,0.08372222222222221,0.018766666666666668
2021-11-03,0.58665,0.0669,0.3464333333333333
2021-11-04,0.15176,0.81326,0.03498
2021-11-05,0.5033666666666666,0.09916666666666667,0.39749999999999996
2021-11-07,0.8604,0.1245,0.0151
2021-11-08,0.75545,0.073325,0.17122500000000002
2021-11-09,0.5900500000000001,0.23703333333333332,0.1729111111111111
2021-11-10,0.22565714285714286,0.6594428571428571,0.11485714285714287
2021-11-11,0.2551833333333333,0.35605,0.38880000000000003
2021-11-12,0.65535,0.20618999999999998,0.13848
2021-11-14,0.72958,0.0954,0.175
2021-11-15,0.3182,0.3582666666666667,0.3235
2021-11-16,0.26186,0.49446,0.24367
2021-11-17,0.7576666666666666,0.19401666666666667,0.048308333333333335
2021-11-18,0.7146625,0.19144375,0.09389375000000001
2021-11-19,0.0285,0.8528,0.1187
2021-11-20,0.7938357142857143,0.16512142857142856,0.04105535714285714
2021-11-21,0.7603666666666666,0.07138333333333333,0.16825
2021-11-22,0.6167888888888888,0.22603333333333334,0.1572
2021-11-23,0.4678,0.0621,0.47015
2021-11-24,0.7370833333333334,0.16991666666666663,0.09301111111111111
2021-11-25,0.7056,0.15861666666666666,0.13578333333333334
2021-11-28,0.7764,0.1874,0.0361
2021-11-29,0.558275,0.411175,0.030575
2021-11-30,0.7102454545454546,0.06443636363636364,0.22531818181818183
2021-12-01,0.69572,0.28581,0.01844
2021-12-02,0.7549,0.07154583333333334,0.17352916666666665
2021-12-03,0.9055,0.0748,0.0197
2021-12-04,0.8475,0.0271,0.1254
2021-12-05,0.7322500000000001,0.09955,0.1682125
2021-12-06,0.6002000000000001,0.22481999999999996,0.17495
2021-12-07,0.8268,0.1353,0.0378
2021-12-08,0.7804214285714286,0.08,0.13950714285714286
2021-12-09,0.631675,0.11599999999999999,0.2523
2021-12-10,0.87885,0.0911,0.03005
2021-12-12,0.91275,0.05355,0.0337
2021-12-13,0.0433,0.465,0.4917
2021-12-14,0.3861,0.32075,0.2931
2021-12-15,0.2916666666666667,0.5734,0.13483333333333333
2021-12-16,0.55438,0.0933,0.3523
2021-12-17,0.38815,0.08335000000000001,0.5285
2021-12-20,0.4598,0.1077,0.4325
2021-12-21,0.0589,0.9144,0.0267
2021-12-22,0.7747,0.0259,0.1994
2021-12-23,0.6483,0.09516666666666666,0.2565
2021-12-25,0.9234,0.0615,0.0151
2021-12-26,0.9058,0.0758,0.0184
2021-12-27,0.92225,0.05148333333333333,0.0262
2021-12-28,0.88278,0.09154,0.02568
2021-12-29,0.935,0.0407,0.0242
2021-12-31,0.9453,0.0254,0.0294
2022-01-01,0.7938138888888888,0.1696388888888889,0.036569444444444446
2022-01-02,0.8935,0.0894,0.0171
2022-01-03,0.62026,0.07039999999999999,0.3093
2022-01-04,0.3717,0.5664333333333332,0.06186666666666666
2022-01-05,0.5611200000000001,0.14624,0.29266000000000003
2022-01-06,0.38026666666666664,0.4494222222222222,0.1703
2022-01-07,0.64564,0.27666,0.07768
2022-01-08,0.9246,0.0505,0.0248
2022-01-09,0.3462,0.5037666666666666,0.15003333333333332
2022-01-10,0.3143333333333333,0.3883,0.29736666666666667
2022-01-11,0.33326666666666666,0.3577333333333333,0.309
2022-01-12,0.2243,0.721,0.0547
2022-01-13,0.5980066666666667,0.1818,0.22022666666666668
2022-01-14,0.8931,0.0902,0.0167
2022-01-15,0.33136666666666664,0.048999999999999995,0.6195666666666667
2022-01-16,0.1162,0.0711,0.8127
2022-01-17,0.9449,0.0306,0.0245
2022-01-18,0.3836375,0.3611125,0.25525000000000003
2022-01-19,0.5587833333333334,0.206475,0.23476666666666668
2022-01-20,0.5692714285714285,0.3233428571428571,0.10734285714285714
2022-01-21,0.2088,0.3847,0.4064
2022-01-22,0.1058,0.0253,0.8689
2022-01-23,0.6321333333333333,0.05733333333333333,0.31053333333333333
2022-01-24,0.4764583333333333,0.30333333333333334,0.22019999999999998
2022-01-25,0.580805,0.36482000000000003,0.0544
2022-01-26,0.717165,0.19078,0.09206500000000001
2022-01-27,0.7464625,0.19780000000000003,0.0557375
2022-01-28,0.42816666666666664,0.03356666666666667,0.5382666666666667
2022-01-29,0.6677500000000001,0.29829999999999995,0.03395
2022-01-30,0.6832666666666666,0.02623333333333333,0.29050000000000004
2022-01-31,0.64465,0.30152500000000004,0.053825
2022-02-01,0.6205857142857143,0.29327142857142857,0.08615714285714285
2022-02-02,0.3251,0.5054,0.1695
2022-02-03,0.2703,0.45564166666666667,0.27408333333333335
2022-02-04,0.1875,0.3394,0.4731
2022-02-05,0.92225,0.060950000000000004,0.0168
2022-02-06,0.7925,0.169,0.0385
2022-02-07,0.9546,0.0263,0.0191
2022-02-08,0.31729999999999997,0.042166666666666665,0.6405333333333333
2022-02-09,0.8554299999999999,0.049749999999999996,0.09482
2022-02-10,0.04848,0.5147,0.43678
2022-02-11,0.15314999999999998,0.11752499999999999,0.729375
2022-02-12,0.77285,0.212025,0.015125
2022-02-13,0.6868000000000001,0.29214999999999997,0.02105
2022-02-14,0.532525,0.4104375,0.057037500000000005
2022-02-15,0.5373416666666666,0.145575,0.3170833333333334
2022-02-16,0.281575,0.06225,0.65615
2022-02-17,0.4720625,0.2115625,0.31641250000000004
2022-02-18,0.74945,0.22105,0.029500000000000002
2022-02-19,0.9033,0.06545,0.03125
2022-02-21,0.1189,0.1229,0.7582
2022-02-22,0.2973,0.299775,0.402925
2022-02-23,0.036575,0.686175,0.27725
2022-02-24,0.55155,0.32755,0.12095
2022-02-25,0.30066666666666664,0.07973333333333334,0.6196666666666667
2022-02-26,0.828,0.1616,0.0104
2022-02-27,0.9256,0.033,0.0414
2022-02-28,0.32655,0.541625,0.131775
2022-03-01,0.7252642857142857,0.22675714285714285,0.04800714285714286
2022-03-02,0.5554666666666667,0.41941666666666666,0.0251
2022-03-03,0.6141,0.2827,0.1031
2022-03-04,0.7594083333333332,0.13831666666666664,0.10227083333333334
2022-03-05,0.5521,0.404,0.0439
2022-03-06,0.6487,0.1699,0.1814
2022-03-07,0.4207142857142857,0.3313428571428571,0.24797142857142856
2022-03-08,0.6080625,0.17659999999999998,0.21536249999999998
2022-03-09,0.7590625,0.134575,0.1064
2022-03-10,0.54250625,0.3061625,0.15133124999999997
2022-03-11,0.73007,0.23337,0.036559999999999995
2022-03-12,0.7491,0.16720000000000002,0.083725
2022-03-13,0.44615,0.5305500000000001,0.02335
2022-03-14,0.53452,0.11017999999999999,0.35531
2022-03-15,0.7804,0.13350666666666666,0.08613000000000001
2022-03-16,0.7394,0.12626666666666667,0.13436666666666666
2022-03-17,0.7727047619047619,0.0994952380952381,0.1277952380952381
2022-03-18,0.70043,0.09564,0.20390999999999998
2022-03-19,0.1404625,0.7864875,0.0731125
2022-03-20,0.6335,0.3526,0.0138
2022-03-21,0.476925,0.32154166666666667,0.20153333333333337
2022-03-22,0.5748,0.40604999999999997,0.019125
2022-03-23,0.0964,0.25123333333333336,0.6523666666666667
2022-03-24,0.5270400000000001,0.08068,0.39228
2022-03-25,0.31698333333333334,0.5098916666666666,0.17313333333333336
2022-03-26,0.81545,0.13275,0.0518
2022-03-27,0.87904,0.07184,0.0491
2022-03-28,0.48968181818181816,0.4005181818181818,0.10979090909090909
2022-03-29,0.786895,0.126905,0.08618500000000001
2022-03-30,0.6231625,0.35635,0.0205125
2022-03-31,0.3443,0.28243333333333337,0.3732666666666667
2022-04-01,0.7465999999999999,0.22748999999999997,0.02597
2022-04-02,0.3238666666666667,0.5833666666666667,0.09276666666666666
2022-04-03,0.81675,0.1112,0.07205
2022-04-04,0.31146666666666667,0.05826666666666667,0.6303333333333333
2022-04-05,0.451675,0.14985,0.39847499999999997
2022-04-06,0.52569,0.07955,0.39476
2022-04-07,0.7369121212121211,0.1625060606060606,0.10058181818181818
2022-04-08,0.4969555555555556,0.3736222222222222,0.12948333333333334
2022-04-09,0.9296,0.0496,0.02075
2022-04-10,0.9192,0.058050000000000004,0.0228
2022-04-11,0.7571041666666667,0.0374625,0.205425
2022-04-12,0.1618,0.438375,0.39985
2022-04-13,0.6653,0.28104444444444443,0.05363333333333334
2022-04-14,0.6110800000000001,0.23275,0.15616
2022-04-15,0.7479777777777777,0.08774444444444444,0.16426944444444444
2022-04-17,0.9349,0.0195,0.0455
2022-04-18,0.523075,0.19393749999999998,0.28300000000000003
2022-04-19,0.2258,0.7206,0.05355
2022-04-20,0.32413125000000004,0.5210312500000001,0.15486250000000001
2022-04-21,0.643925,0.33042499999999997,0.025625
2022-04-22,0.9077999999999999,0.051000000000000004,0.04125
2022-04-23,0.8051,0.1839,0.011
2022-04-24,0.6293880952380952,0.28328571428571425,0.08730952380952381
2022-04-25,0.3916857142857143,0.21602857142857143,0.39227142857142855
2022-04-26,0.7284222222222223,0.12911111111111112,0.14247777777777776
2022-04-27,0.6960454545454545,0.13961818181818184,0.16435454545454545
2022-04-28,0.80876,0.06546,0.12578333333333333
2022-04-29,0.55214,0.12234,0.3255
2022-04-30,0.72305,0.127975,0.1489375
2022-05-01,0.5162,0.0246,0.45915
2022-05-02,0.6568999999999999,0.23240000000000002,0.11063333333333335
2022-05-03,0.4227,0.14081,0.43651
2022-05-04,0.6948277777777778,0.22549999999999995,0.07967222222222221
2022-05-05,0.6243633333333333,0.0521,0.32352666666666663
2022-05-06,0.4782666666666667,0.10266666666666667,0.41906666666666664
2022-05-08,0.0315,0.019,0.9495
2022-05-09,0.4480857142857143,0.2436,0.30832857142857145
2022-05-10,0.5225125,0.36260000000000003,0.114925
2022-05-11,0.7706732142857142,0.1307375,0.0985857142857143
2022-05-12,0.6332966666666667,0.06962666666666667,0.29707333333333336
2022-05-13,0.5950833333333334,0.05999166666666667,0.344925
2022-05-14,0.8842888888888889,0.0937,0.02207777777777778
2022-05-15,0.4701,0.1427,0.3871
2022-05-16,0.7727944444444445,0.1721388888888889,0.05506666666666667
2022-05-17,0.609425,0.34511875,0.045468749999999995
2022-05-18,0.64026,0.3071,0.05263
2022-05-19,0.5374428571428572,0.054285714285714284,0.40827142857142856
2022-05-20,0.53835,0.26688,0.19476
2022-05-21,0.8447,0.10339999999999999,0.05185000000000001
2022-05-22,0.890075,0.0564625,0.0534875
2022-05-23,0.6201583333333334,0.20163333333333333,0.178225
2022-05-24,0.4845366666666666,0.34816,0.16732333333333335
2022-05-25,0.1417,0.0448,0.8135
2022-05-26,0.5773199999999999,0.29103333333333337,0.13161333333333333
2022-05-27,0.77915,0.029400000000000003,0.19138333333333332
2022-05-28,0.4655250000000001,0.4548125,0.079675
2022-05-29,0.8164,0.1068,0.0768
2022-05-30,0.6907,0.3013,0.008
2022-05-31,0.7458333333333332,0.08170833333333334,0.17239166666666664
2022-06-01,0.5661583333333333,0.12388333333333332,0.30995833333333334
2022-06-02,0.6964666666666667,0.09781666666666666,0.2056888888888889
2022-06-03,0.85575,0.10875,0.03555
2022-06-04,0.5224,0.39196666666666663,0.08563333333333334
2022-06-05,0.9198222222222222,0.03492222222222222,0.04519444444444445
2022-06-06,0.6034166666666667,0.04515833333333333,0.3514666666666667
2022-06-07,0.6600833333333334,0.16648333333333332,0.17336666666666667
2022-06-08,0.9349,0.0446,0.0205
2022-06-09,0.2572,0.59445,0.14835
2022-06-10,0.807675,0.053899999999999997,0.13835
2022-06-11,0.821625,0.0474,0.130975
2022-06-12,0.7677,0.18373333333333336,0.048516666666666666
2022-06-13,0.4435875,0.059324999999999996,0.4970625
2022-06-14,0.7758333333333334,0.032,0.19224166666666667
2022-06-15,0.8163437499999999,0.10156875,0.08205
2022-06-16,0.7587333333333334,0.14905238095238094,0.09225238095238096
2022-06-17,0.6512277777777778,0.12756666666666666,0.2212333333333333
2022-06-18,0.6426,0.03497619047619047,0.3223857142857143
2022-06-19,0.7571,0.2336,0.0093
2022-06-20,0.5527388888888889,0.20731666666666668,0.23992222222222223
2022-06-21,0.841575,0.09086428571428573,0.06756071428571428
2022-06-22,0.6067666666666667,0.09936666666666667,0.29386666666666666
2022-06-23,0.4598583333333333,0.4228291666666667,0.11733333333333335
2022-06-24,0.8656999999999999,0.11765,0.0166
2022-06-25,0.8393,0.0508,0.1099
2022-06-26,0.72298,0.19993999999999998,0.07705999999999999
2022-06-27,0.6107999999999999,0.36533333333333334,0.023833333333333335
2022-06-28,0.5244,0.4471333333333334,0.0284
2022-06-29,0.8298,0.1516,0.0186
2022-06-30,0.7337374999999999,0.11081250000000001,0.15545
2022-07-01,0.6999666666666666,0.052533333333333335,0.24751666666666666
2022-07-02,0.44480000000000003,0.5069,0.04825
2022-07-03,0.9222,0.0474,0.0304
2022-07-04,0.9126,0.0734,0.014
2022-07-05,0.6638666666666666,0.05438333333333334,0.28173333333333334
2022-07-06,0.6948583333333334,0.2457708333333333,0.059375
2022-07-07,0.8081333333333333,0.1484111111111111,0.04345555555555555
2022-07-08,0.19,0.7855,0.0245
2022-07-09,0.58175,0.06695,0.3513
2022-07-10,0.3257,0.38103333333333333,0.2932666666666666
2022-07-11,0.017,0.0156,0.9674
2022-07-12,0.8242833333333334,0.08248333333333334,0.09323333333333332
2022-07-13,0.6730416666666666,0.06828888888888889,0.25864444444444445
2022-07-15,0.6336,0.19866666666666666,0.16772222222222222
2022-07-16,0.9071,0.05965,0.0332
2022-07-17,0.7876555555555557,0.07136111111111111,0.1409277777777778
2022-07-18,0.73045,0.179775,0.08976250000000001
2022-07-19,0.7449333333333333,0.21608333333333332,0.039049999999999994
2022-07-20,0.5458785714285714,0.2764142857142857,0.17769285714285715
2022-07-21,0.6037044444444445,0.25603555555555557,0.14027444444444445
2022-07-22,0.5373666666666667,0.4297333333333333,0.032855555555555555
2022-07-23,0.9056,0.04375,0.0506
2022-07-25,0.1356,0.731975,0.1325
2022-07-26,0.8417416666666666,0.13564166666666666,0.022608333333333334
2022-07-27,0.8243625,0.14093333333333333,0.034749999999999996
2022-07-28,0.6983111111111112,0.08148888888888889,0.22016666666666665
2022-07-29,0.6311,0.3349,0.0341
2022-07-30,0.9424,0.0247,0.0328
2022-07-31,0.838,0.0903,0.0717
2022-08-01,0.8839333333333332,0.09615,0.019866666666666668
2022-08-02,0.87285,0.08889999999999999,0.03825
2022-08-03,0.3768666666666667,0.42086666666666667,0.20226666666666668
2022-08-04,0.702425,0.1878375,0.1097375
2022-08-05,0.6425666666666666,0.2932333333333333,0.06423333333333334
2022-08-06,0.7756875,0.13801249999999998,0.0863125
2022-08-07,0.8621,0.1247,0.0132
2022-08-08,0.92215,0.048275,0.02965
2022-08-09,0.6999,0.1919,0.1083
2022-08-10,0.6916041666666667,0.12994999999999998,0.17847500000000002
2022-08-11,0.7976333333333334,0.163325,0.03908333333333333
2022-08-12,0.6100916666666667,0.05475,0.33518333333333333
