coin_id,timestamp,Market Cap
wrapped-bitcoin,2021-01-01,3316037744.417999
wrapped-bitcoin,2021-01-02,3458108290.2357564
wrapped-bitcoin,2021-01-03,3622437743.1104207
wrapped-bitcoin,2021-01-04,3411655444.857471
wrapped-bitcoin,2021-01-05,3713151782.8645067
wrapped-bitcoin,2021-01-06,4013408022.775032
wrapped-bitcoin,2021-01-07,4303599725.60473
wrapped-bitcoin,2021-01-08,4498663199.076873
wrapped-bitcoin,2021-01-09,4472620806.3173275
wrapped-bitcoin,2021-01-10,4250359240.715238
wrapped-bitcoin,2021-01-11,3922494174.229459
wrapped-bitcoin,2021-01-12,3754584406.6490674
wrapped-bitcoin,2021-01-13,4124384308.9088473
wrapped-bitcoin,2021-01-14,4326873150.33168
wrapped-bitcoin,2021-01-15,4077949372.3095665
wrapped-bitcoin,2021-01-16,4025619482.042185
wrapped-bitcoin,2021-01-17,4008430375.6122103
wrapped-bitcoin,2021-01-18,4067785363.4067335
wrapped-bitcoin,2021-01-19,4032091581.979307
wrapped-bitcoin,2021-01-20,3985686292.9609294
wrapped-bitcoin,2021-01-21,3501060115.929638
wrapped-bitcoin,2021-01-22,3697770422.0208397
wrapped-bitcoin,2021-01-23,3610482251.9401293
wrapped-bitcoin,2021-01-24,3631603068.4520683
wrapped-bitcoin,2021-01-25,3729116848.8875566
wrapped-bitcoin,2021-01-26,3751929075.736043
wrapped-bitcoin,2021-01-27,3482159503.5040774
wrapped-bitcoin,2021-01-28,3845773631.6146216
wrapped-bitcoin,2021-01-29,3961178728.5711045
wrapped-bitcoin,2021-01-30,3976990303.8842707
wrapped-bitcoin,2021-01-31,3827329157.350029
wrapped-bitcoin,2021-02-01,3918718210.84341
wrapped-bitcoin,2021-02-02,4181102110.3262377
wrapped-bitcoin,2021-02-03,4418858118.965175
wrapped-bitcoin,2021-02-04,4386104697.453157
wrapped-bitcoin,2021-02-05,4528472871.583199
wrapped-bitcoin,2021-02-06,4752593661.930195
wrapped-bitcoin,2021-02-07,4736825577.847986
wrapped-bitcoin,2021-02-08,5599419597.186891
wrapped-bitcoin,2021-02-09,5897968802.970679
wrapped-bitcoin,2021-02-10,5711535644.171979
wrapped-bitcoin,2021-02-11,6057978210.65335
wrapped-bitcoin,2021-02-12,6010420178.862455
wrapped-bitcoin,2021-02-13,5979454337.3523655
wrapped-bitcoin,2021-02-14,6185096252.488933
wrapped-bitcoin,2021-02-15,6087706385.974054
wrapped-bitcoin,2021-02-16,6205349085.971738
wrapped-bitcoin,2021-02-17,6581241316.493893
wrapped-bitcoin,2021-02-18,6381297954.482137
