coin_id,timestamp,Market Cap
bitcoin,2021-05-11,1064993057463.8884
bitcoin,2021-05-12,935512493150.826
bitcoin,2021-05-13,934964766185.9642
bitcoin,2021-05-14,935962705739.4398
bitcoin,2021-05-15,875321252276.1078
bitcoin,2021-05-16,871695620615.745
bitcoin,2021-05-17,819256623328.7307
bitcoin,2021-05-18,800545278567.6873
bitcoin,2021-05-19,697785056487.6051
bitcoin,2021-05-20,759679496751.2783
bitcoin,2021-05-21,698762712553.7339
bitcoin,2021-05-22,702143968883.5249
bitcoin,2021-05-23,654558962027.5841
bitcoin,2021-05-24,723143072419.7241
bitcoin,2021-05-25,715248689989.8947
bitcoin,2021-05-26,737668726732.3829
bitcoin,2021-05-27,723137484747.1467
bitcoin,2021-05-28,668521654364.6696
bitcoin,2021-05-29,654239808356.6592
bitcoin,2021-05-30,668664301773.5417
bitcoin,2021-05-31,699138611681.2975
bitcoin,2021-06-01,688726381047.1788
bitcoin,2021-06-02,704531333543.3906
bitcoin,2021-06-03,733150718114.4554
bitcoin,2021-06-04,691747462828.3618
bitcoin,2021-06-05,662913486273.3402
bitcoin,2021-06-06,671131079523.7289
bitcoin,2021-06-07,626527049947.8439
bitcoin,2021-06-08,629018966290.4011
bitcoin,2021-06-09,705292677171.4633
bitcoin,2021-06-10,691681868464.4717
bitcoin,2021-06-11,698528023663.5321
bitcoin,2021-06-12,668148892256.3638
bitcoin,2021-06-13,733402631079.1185
bitcoin,2021-06-14,761104314502.2867
bitcoin,2021-06-15,756522207420.3483
bitcoin,2021-06-16,718016373177.285
bitcoin,2021-06-17,715652442155.1261
bitcoin,2021-06-18,673761687974.4922
bitcoin,2021-06-19,666901325910.3705
bitcoin,2021-06-20,670634370556.6146
bitcoin,2021-06-21,598335733135.868
bitcoin,2021-06-22,606580031922.7239
bitcoin,2021-06-23,631634847766.2311
bitcoin,2021-06-24,650340461975.8141
bitcoin,2021-06-25,598703019611.4526
bitcoin,2021-06-26,600235334320.8247
bitcoin,2021-06-27,649262127990.3759
bitcoin,2021-06-28,647741224116.9337
bitcoin,2021-06-29,674231340724.4149
bitcoin,2021-06-30,660200427590.4775
bitcoin,2021-07-01,629863895571.7473
bitcoin,2021-07-02,633684390025.5607
bitcoin,2021-07-03,650382046624.6503
bitcoin,2021-07-04,663571591568.1959
bitcoin,2021-07-05,636061920914.8282
bitcoin,2021-07-06,640405812761.686
bitcoin,2021-07-07,636246944189.2604
bitcoin,2021-07-08,617861633771.9894
bitcoin,2021-07-09,637000370375.4657
bitcoin,2021-07-10,632185737683.1548
bitcoin,2021-07-11,643335853171.1349
bitcoin,2021-07-12,623350567666.981
bitcoin,2021-07-13,613002045101.37
bitcoin,2021-07-14,616691143979.958
bitcoin,2021-07-15,595342431373.8641
bitcoin,2021-07-16,588495008675.5178
bitcoin,2021-07-17,592581931071.2119
bitcoin,2021-07-18,597872278369.1111
bitcoin,2021-07-19,580252472382.7122
bitcoin,2021-07-20,561743228116.5483
bitcoin,2021-07-21,605357009416.7555
bitcoin,2021-07-22,607621607805.3499
bitcoin,2021-07-23,627747173675.4332
bitcoin,2021-07-24,642012590040.6406
bitcoin,2021-07-25,664681184168.7764
bitcoin,2021-07-26,701921012034.6644
bitcoin,2021-07-27,732311951673.3547
bitcoin,2021-07-28,751371299910.5153
bitcoin,2021-07-29,750407963580.4731
bitcoin,2021-07-30,786531956383.648
bitcoin,2021-07-31,784039345926.1898
bitcoin,2021-08-01,747403845431.8284
bitcoin,2021-08-02,737440183775.5553
bitcoin,2021-08-03,720835141114.3336
bitcoin,2021-08-04,747085951935.0547
bitcoin,2021-08-05,768416417393.5968
bitcoin,2021-08-06,803853127161.2805
bitcoin,2021-08-07,838457486987.6113
bitcoin,2021-08-08,821704814136.0109
bitcoin,2021-08-09,861862844505.6104
bitcoin,2021-08-10,854344953098.7552
bitcoin,2021-08-11,857660568377.3856
bitcoin,2021-08-12,836054770491.896
bitcoin,2021-08-13,895084141168.7996
bitcoin,2021-08-14,886593539912.8141
bitcoin,2021-08-15,882888202377.7089
bitcoin,2021-08-16,866391335029.3693
bitcoin,2021-08-17,836777066605.9799
bitcoin,2021-08-18,847143004614.999
bitcoin,2021-08-19,867650725472.864
bitcoin,2021-08-20,923013359587.4719
bitcoin,2021-08-21,920750216465.3846
bitcoin,2021-08-22,925630106451.4792
bitcoin,2021-08-23,930729196214.2946
bitcoin,2021-08-24,902489541307.5308
bitcoin,2021-08-25,921328247353.5629
bitcoin,2021-08-26,887832142450.1957
bitcoin,2021-08-27,922969799298.9401
bitcoin,2021-08-28,920017911098.7555
bitcoin,2021-08-29,919515378468.8468
bitcoin,2021-08-30,885729258052.6316
bitcoin,2021-08-31,890014982634.8986
bitcoin,2021-09-01,918058330851.4829
bitcoin,2021-09-02,927323146557.2119
bitcoin,2021-09-03,937295558515.289
bitcoin,2021-09-04,940538655659.8085
bitcoin,2021-09-05,971284117138.44
bitcoin,2021-09-06,992868819862.2306
bitcoin,2021-09-07,881943904968.6511
bitcoin,2021-09-08,866885887154.3109
bitcoin,2021-09-09,876179332243.7437
bitcoin,2021-09-10,842222636395.4677
bitcoin,2021-09-11,849828231595.6722
bitcoin,2021-09-12,869122611514.091
bitcoin,2021-09-13,848992511473.5618
bitcoin,2021-09-14,886524004596.6061
bitcoin,2021-09-15,906727769791.0696
bitcoin,2021-09-16,900990520811.9348
bitcoin,2021-09-17,892585184977.8329
bitcoin,2021-09-18,907957032341.1344
bitcoin,2021-09-19,891560241243.0585
bitcoin,2021-09-20,805826302811.3501
bitcoin,2021-09-21,760802031650.6051
bitcoin,2021-09-22,820460824050.9529
bitcoin,2021-09-23,846615719473.8734
bitcoin,2021-09-24,809772498812.6799
bitcoin,2021-09-25,808279417023.3408
bitcoin,2021-09-26,825341135635.7169
bitcoin,2021-09-27,794889951096.439
bitcoin,2021-09-28,775534111089.4891
bitcoin,2021-09-29,782626384092.2843
bitcoin,2021-09-30,827840965059.6127
bitcoin,2021-10-01,906929641888.8245
bitcoin,2021-10-02,900582483713.1118
bitcoin,2021-10-03,910331395887.4816
bitcoin,2021-10-04,927812140868.0522
bitcoin,2021-10-05,973040988102.9114
bitcoin,2021-10-06,1044675252844.3663
bitcoin,2021-10-07,1015246512238.866
bitcoin,2021-10-08,1016650501581.1074
bitcoin,2021-10-09,1038524699061.4408
bitcoin,2021-10-10,1030788036761.6326
bitcoin,2021-10-11,1084736227837.6608
bitcoin,2021-10-12,1061829863954.1321
bitcoin,2021-10-13,1083366079898.5513
bitcoin,2021-10-14,1082900149762.5826
bitcoin,2021-10-15,1164782155730.3254
bitcoin,2021-10-16,1153847028824.7434
bitcoin,2021-10-17,1160650121141.9934
bitcoin,2021-10-18,1173944883529.633
bitcoin,2021-10-19,1217582580302.557
bitcoin,2021-10-20,1250376460615.7495
bitcoin,2021-10-21,1178926819140.8179
bitcoin,2021-10-22,1151508584004.7793
bitcoin,2021-10-23,1161166467847.4336
bitcoin,2021-10-24,1153315262663.0586
bitcoin,2021-10-25,1192131994832.5864
bitcoin,2021-10-26,1143497865064.6724
bitcoin,2021-10-27,1105754837660.925
bitcoin,2021-10-28,1145912030969.1882
bitcoin,2021-10-29,1178047465292.3657
bitcoin,2021-10-30,1166423768409.5984
bitcoin,2021-10-31,1159841954948.4832
bitcoin,2021-11-01,1152831210803.7048
bitcoin,2021-11-02,1186951581189.4705
bitcoin,2021-11-03,1187048124213.9268
bitcoin,2021-11-04,1157101738112.7314
bitcoin,2021-11-05,1154530569293.3604
bitcoin,2021-11-06,1162489871875.4807
bitcoin,2021-11-07,1191631271447.797
bitcoin,2021-11-08,1278797895528.3608
bitcoin,2021-11-09,1268116896159.246
bitcoin,2021-11-10,1221681091090.6301
bitcoin,2021-11-11,1228606858156.6921
bitcoin,2021-11-12,1215930166022.9006
bitcoin,2021-11-13,1220299721850.586
bitcoin,2021-11-14,1239021452560.904
bitcoin,2021-11-15,1206711952537.9358
bitcoin,2021-11-16,1141910823555.9597
bitcoin,2021-11-17,1138136620641.4888
bitcoin,2021-11-18,1075758915731.0365
bitcoin,2021-11-19,1103594176399.3167
bitcoin,2021-11-20,1134300362589.2896
bitcoin,2021-11-21,1120610791475.7502
bitcoin,2021-11-22,1064619437494.1869
bitcoin,2021-11-23,1090380950871.23
bitcoin,2021-11-24,1080039673037.4923
bitcoin,2021-11-25,1112182356756.767
bitcoin,2021-11-26,1016487054819.7161
bitcoin,2021-11-27,1030781591912.8181
bitcoin,2021-11-28,1080980050980.763
bitcoin,2021-11-29,1092574224475.6908
bitcoin,2021-11-30,1076804436724.3245
bitcoin,2021-12-01,1079838995016.5873
bitcoin,2021-12-02,1067406204922.5636
bitcoin,2021-12-03,1016040747069.7008
bitcoin,2021-12-04,930097457941.656
bitcoin,2021-12-05,932015145132.0604
bitcoin,2021-12-06,953396710269.5476
bitcoin,2021-12-07,956961313925.818
bitcoin,2021-12-08,954800139986.473
bitcoin,2021-12-09,904878061656.8508
bitcoin,2021-12-10,893919955029.865
bitcoin,2021-12-11,930603779263.9766
bitcoin,2021-12-12,945932497231.4797
bitcoin,2021-12-13,882570058436.5184
bitcoin,2021-12-14,915015634616.989
bitcoin,2021-12-15,925006387197.2257
bitcoin,2021-12-16,901558072618.6224
bitcoin,2021-12-17,875783175210.4042
bitcoin,2021-12-18,887944269264.0427
bitcoin,2021-12-19,884905649263.6449
bitcoin,2021-12-20,890808857615.3627
bitcoin,2021-12-21,929203956014.2224
bitcoin,2021-12-22,921888029984.8673
bitcoin,2021-12-23,960809259355.0854
bitcoin,2021-12-24,962312381228.0947
bitcoin,2021-12-25,958099737762.7762
bitcoin,2021-12-26,961723851972.3851
bitcoin,2021-12-27,960280703699.8921
bitcoin,2021-12-28,902655839568.4547
bitcoin,2021-12-29,874314106559.5542
bitcoin,2021-12-30,892648631305.5416
bitcoin,2021-12-31,876192941903.0961
bitcoin,2022-01-01,904551946917.3206
bitcoin,2022-01-02,897536090320.9355
bitcoin,2022-01-03,880330191985.1965
bitcoin,2022-01-04,876242689666.1957
bitcoin,2022-01-05,827723202715.1049
bitcoin,2022-01-06,819522879407.0583
bitcoin,2022-01-07,787735561341.1113
bitcoin,2022-01-08,792892599975.9554
bitcoin,2022-01-09,791648558214.5575
bitcoin,2022-01-10,792407724467.5966
bitcoin,2022-01-11,809621515508.4065
bitcoin,2022-01-12,832460077955.3481
bitcoin,2022-01-13,806510860231.8285
bitcoin,2022-01-14,816129314317.4397
bitcoin,2022-01-15,816800318526.6782
bitcoin,2022-01-16,816325578941.135
bitcoin,2022-01-17,800822650383.9624
bitcoin,2022-01-18,803962100417.9756
bitcoin,2022-01-19,790507925308.7825
bitcoin,2022-01-20,774235809673.4731
bitcoin,2022-01-21,692855029162.9379
bitcoin,2022-01-22,666220701468.4846
bitcoin,2022-01-23,687575973800.0704
bitcoin,2022-01-24,696465421899.37
bitcoin,2022-01-25,700571452648.8236
bitcoin,2022-01-26,700165819656.2855
bitcoin,2022-01-27,702311456032.8538
bitcoin,2022-01-28,717026944842.8334
bitcoin,2022-01-29,722829009646.1814
bitcoin,2022-01-30,719570142321.8397
bitcoin,2022-01-31,727905398095.9747
bitcoin,2022-02-01,736102274236.6057
bitcoin,2022-02-02,700645616423.8325
bitcoin,2022-02-03,703003347951.7092
bitcoin,2022-02-04,777355085535.6107
bitcoin,2022-02-05,786295053042.2418
bitcoin,2022-02-06,804942041477.0581
bitcoin,2022-02-07,833392518214.8341
bitcoin,2022-02-08,837406846076.2306
bitcoin,2022-02-09,841339973338.8694
bitcoin,2022-02-10,826942197610.3904
bitcoin,2022-02-11,803706779791.898
bitcoin,2022-02-12,799547462142.6093
bitcoin,2022-02-13,802059713029.3901
bitcoin,2022-02-14,808280617642.0496
bitcoin,2022-02-15,848321283143.9929
bitcoin,2022-02-16,836256083783.791
bitcoin,2022-02-17,770096677778.6456
bitcoin,2022-02-18,759881874201.3011
bitcoin,2022-02-19,761447243939.9269
bitcoin,2022-02-20,730381814665.4404
bitcoin,2022-02-21,703004241590.1829
bitcoin,2022-02-22,727094284067.6588
bitcoin,2022-02-23,708829287814.1068
bitcoin,2022-02-24,727657714638.0917
bitcoin,2022-02-25,745763194704.1796
bitcoin,2022-02-26,741083625917.93
bitcoin,2022-02-27,717619764688.0872
bitcoin,2022-02-28,819019441071.749
bitcoin,2022-03-01,841254375272.0455
bitcoin,2022-03-02,834437956671.6672
bitcoin,2022-03-03,807454920681.7217
bitcoin,2022-03-04,743810477766.2219
bitcoin,2022-03-05,748197160856.1006
bitcoin,2022-03-06,729501899968.2964
bitcoin,2022-03-07,723198804467.6718
bitcoin,2022-03-08,735453953725.9198
bitcoin,2022-03-09,796849504897.2562
bitcoin,2022-03-10,749384110700.1091
bitcoin,2022-03-11,738267961692.6816
bitcoin,2022-03-12,738456528057.6692
bitcoin,2022-03-13,718551088031.3688
bitcoin,2022-03-14,751354026218.9767
bitcoin,2022-03-15,747642430663.595
bitcoin,2022-03-16,779761001844.4108
bitcoin,2022-03-17,778474325709.8895
bitcoin,2022-03-18,794378970588.3145
bitcoin,2022-03-19,800887993391.0255
bitcoin,2022-03-20,784054464871.6631
bitcoin,2022-03-21,779205413378.8728
bitcoin,2022-03-22,803937099701.4115
bitcoin,2022-03-23,810894331277.664
bitcoin,2022-03-24,834251096724.507
bitcoin,2022-03-25,842031938721.7855
bitcoin,2022-03-26,845235093872.7649
bitcoin,2022-03-27,887283025181.1342
bitcoin,2022-03-28,892747620147.7012
bitcoin,2022-03-29,901430001888.9999
bitcoin,2022-03-30,895356010540.8462
bitcoin,2022-03-31,865010142444.9791
bitcoin,2022-04-01,879144224206.3806
bitcoin,2022-04-02,871050305858.7916
bitcoin,2022-04-03,882346640419.069
bitcoin,2022-04-04,885584977681.2438
bitcoin,2022-04-05,867247321783.443
bitcoin,2022-04-06,820983263462.4961
bitcoin,2022-04-07,827032889944.6309
bitcoin,2022-04-08,804272478980.6077
bitcoin,2022-04-09,812734148492.5116
bitcoin,2022-04-10,803574629064.9272
bitcoin,2022-04-11,752680814425.1921
bitcoin,2022-04-12,764314681923.3135
bitcoin,2022-04-13,783560801481.9719
bitcoin,2022-04-14,759703443634.6515
bitcoin,2022-04-15,771666602547.5923
bitcoin,2022-04-16,770439827829.2395
bitcoin,2022-04-17,755627152747.4514
bitcoin,2022-04-18,776463403746.4385
bitcoin,2022-04-19,789141783336.2104
bitcoin,2022-04-20,787437397453.9304
bitcoin,2022-04-21,770787243369.5001
bitcoin,2022-04-22,756144456297.8489
bitcoin,2022-04-23,752414150959.3553
bitcoin,2022-04-24,752446283899.8965
bitcoin,2022-04-25,770112436973.4149
bitcoin,2022-04-26,725434540422.046
bitcoin,2022-04-27,746473028158.29
bitcoin,2022-04-28,756090806420.8264
bitcoin,2022-04-29,735829877665.6912
bitcoin,2022-04-30,719611115951.2947
bitcoin,2022-05-01,733294957352.5364
bitcoin,2022-05-02,733787526677.6703
bitcoin,2022-05-03,718542028695.8999
bitcoin,2022-05-04,755764276888.7715
bitcoin,2022-05-05,696020943881.887
bitcoin,2022-05-06,687093350325.4445
bitcoin,2022-05-07,678702448510.6605
bitcoin,2022-05-08,648514321641.9902
bitcoin,2022-05-09,576197842487.6378
bitcoin,2022-05-10,590644412746.6844
bitcoin,2022-05-11,549294001873.1765
bitcoin,2022-05-12,555266177876.6213
bitcoin,2022-05-13,558053182541.2809
bitcoin,2022-05-14,573777699744.01
bitcoin,2022-05-15,596346266888.6597
bitcoin,2022-05-16,569801943005.2971
bitcoin,2022-05-17,581272773175.8237
bitcoin,2022-05-18,547927169401.20306
bitcoin,2022-05-19,578678245847.8763
bitcoin,2022-05-20,557201657280.7389
bitcoin,2022-05-21,561696351558.8424
bitcoin,2022-05-22,578090387085.146
bitcoin,2022-05-23,555459414424.212
bitcoin,2022-05-24,564885248021.9939
bitcoin,2022-05-25,563577022957.9133
bitcoin,2022-05-26,559066076343.6685
bitcoin,2022-05-27,545752899521.8662
bitcoin,2022-05-28,554938694217.2793
bitcoin,2022-05-29,561771345708.952
bitcoin,2022-05-30,604926607440.7722
bitcoin,2022-05-31,607393396318.7885
bitcoin,2022-06-01,569001624438.0176
bitcoin,2022-06-02,580863150152.0535
bitcoin,2022-06-03,566275595800.1772
bitcoin,2022-06-04,568340135127.331
bitcoin,2022-06-05,570209935092.4275
bitcoin,2022-06-06,597966736176.5532
bitcoin,2022-06-07,597205650752.5386
bitcoin,2022-06-08,576238781341.3682
bitcoin,2022-06-09,573819802894.6453
bitcoin,2022-06-10,554622874799.0432
bitcoin,2022-06-11,540789214973.6274
bitcoin,2022-06-12,514202090511.0678
bitcoin,2022-06-13,429492202561.014
bitcoin,2022-06-14,423044474596.5387
bitcoin,2022-06-15,429887916884.8431
bitcoin,2022-06-16,389181727345.57733
bitcoin,2022-06-17,391441740414.39136
bitcoin,2022-06-18,362303884192.0101
bitcoin,2022-06-19,390555374756.5322
bitcoin,2022-06-20,392793374515.9921
bitcoin,2022-06-21,395059669321.2376
bitcoin,2022-06-22,381616262301.266
bitcoin,2022-06-23,402495826231.42053
bitcoin,2022-06-24,407086114490.3726
bitcoin,2022-06-25,410110791491.05475
bitcoin,2022-06-26,401645800330.4072
bitcoin,2022-06-27,395914576106.05786
bitcoin,2022-06-28,386606940573.39575
bitcoin,2022-06-29,384067866465.5609
bitcoin,2022-06-30,365984224323.45276
bitcoin,2022-07-01,370916529918.7163
bitcoin,2022-07-02,367706689137.568
bitcoin,2022-07-03,368549364135.05225
bitcoin,2022-07-04,386425176262.77844
bitcoin,2022-07-05,385301783065.72974
bitcoin,2022-07-06,392479833070.6018
bitcoin,2022-07-07,414055638573.8548
bitcoin,2022-07-08,417690286504.50726
bitcoin,2022-07-09,412459838738.2113
bitcoin,2022-07-10,398249545888.6735
bitcoin,2022-07-11,382000290322.39886
bitcoin,2022-07-12,370191767290.5106
bitcoin,2022-07-13,385462566548.9708
bitcoin,2022-07-14,393104346702.71136
bitcoin,2022-07-15,397285233065.65533
bitcoin,2022-07-16,404705642580.89075
bitcoin,2022-07-17,397660610560.5498
bitcoin,2022-07-18,425756736660.6174
bitcoin,2022-07-19,445889013251.1064
bitcoin,2022-07-20,446130012149.91077
bitcoin,2022-07-21,442379611364.02734
bitcoin,2022-07-22,433485926857.3929
bitcoin,2022-07-23,429803379587.55133
bitcoin,2022-07-24,433819662321.5266
bitcoin,2022-07-25,407480099599.8142
bitcoin,2022-07-26,405692421501.52716
bitcoin,2022-07-27,437193517021.8447
bitcoin,2022-07-28,454806622614.75885
bitcoin,2022-07-29,459609388579.5554
bitcoin,2022-07-30,451726702392.36206
bitcoin,2022-07-31,447051019373.1847
bitcoin,2022-08-01,445958949620.3002
bitcoin,2022-08-02,440954684720.7478
bitcoin,2022-08-03,437035641450.2815
bitcoin,2022-08-04,432420621055.8012
bitcoin,2022-08-05,443821669890.4801
bitcoin,2022-08-06,439414782173.18774
bitcoin,2022-08-07,442979379284.1196
bitcoin,2022-08-08,455450642522.25543
bitcoin,2022-08-09,443382534834.6949
bitcoin,2022-08-10,457270455537.3291
bitcoin,2022-08-11,458070674127.7904
bitcoin,2022-08-12,466765701334.6809
bitcoin,2022-08-13,467078368768.6749
bitcoin,2022-08-14,464896345363.0234
bitcoin,2022-08-15,462437221425.1544
bitcoin,2022-08-16,456791042838.03827
bitcoin,2022-08-17,447015816173.3428
bitcoin,2022-08-18,444845955425.38696
bitcoin,2022-08-19,400810425580.64777
bitcoin,2022-08-20,404924875533.8922
bitcoin,2022-08-21,413578924865.8514
bitcoin,2022-08-22,408409110509.79584
bitcoin,2022-08-23,412338357271.39594
bitcoin,2022-08-24,409503007623.01685
bitcoin,2022-08-25,413843488595.5175
bitcoin,2022-08-26,387215087166.7839
bitcoin,2022-08-27,383790676113.79205
bitcoin,2022-08-28,376180531070.6233
bitcoin,2022-08-29,389119405471.2333
bitcoin,2022-08-30,379555151404.602
bitcoin,2022-08-31,383348414528.78253
bitcoin,2022-09-01,385027707310.6654
bitcoin,2022-09-02,381788074511.76855
bitcoin,2022-09-03,379422449024.2574
bitcoin,2022-09-04,382421043401.0045
bitcoin,2022-09-05,378685143698.17633
bitcoin,2022-09-06,361210437263.86273
bitcoin,2022-09-07,369340091982.8708
bitcoin,2022-09-08,369723445425.44885
bitcoin,2022-09-09,408976281844.7646
bitcoin,2022-09-10,415974687298.0947
bitcoin,2022-09-11,416073628622.09485
bitcoin,2022-09-12,427473787888.3761
bitcoin,2022-09-13,386529657258.8565
bitcoin,2022-09-14,387486232249.80023
bitcoin,2022-09-15,377719382182.44714
bitcoin,2022-09-16,377988702161.6817
bitcoin,2022-09-17,385486747327.04944
bitcoin,2022-09-18,372598380208.27094
bitcoin,2022-09-19,374524246937.4287
bitcoin,2022-09-20,361980678159.1343
bitcoin,2022-09-21,355194467885.9514
bitcoin,2022-09-22,372075639498.16974
bitcoin,2022-09-23,370913140447.51636
bitcoin,2022-09-24,363168779956.3335
bitcoin,2022-09-25,360256894978.40894
bitcoin,2022-09-26,367613056759.2221
bitcoin,2022-09-27,366383164263.7157
bitcoin,2022-09-28,372892084645.0075
bitcoin,2022-09-29,374830625219.6003
bitcoin,2022-09-30,373222100680.7475
bitcoin,2022-10-01,370204708063.3375
bitcoin,2022-10-02,366195863790.6755
bitcoin,2022-10-03,375767908259.0832
bitcoin,2022-10-04,390177741507.47705
bitcoin,2022-10-05,386368899196.38165
bitcoin,2022-10-06,382505641462.15643
bitcoin,2022-10-07,373170861484.13965
bitcoin,2022-10-08,372391945609.07526
bitcoin,2022-10-09,372264710552.3351
bitcoin,2022-10-10,367207056773.2261
bitcoin,2022-10-11,365118514776.26794
bitcoin,2022-10-12,367301644901.367
bitcoin,2022-10-13,371647189087.47595
bitcoin,2022-10-14,367584653730.75476
bitcoin,2022-10-15,365870425566.52997
bitcoin,2022-10-16,369552982160.53754
bitcoin,2022-10-17,375052275829.7958
bitcoin,2022-10-18,371196833238.99286
bitcoin,2022-10-19,367085331987.69183
bitcoin,2022-10-20,365098952754.63934
bitcoin,2022-10-21,367999082249.1525
bitcoin,2022-10-22,368484939423.55475
bitcoin,2022-10-23,375197423662.3941
bitcoin,2022-10-24,370622833880.7626
bitcoin,2022-10-25,385476931983.84595
